INFO: robot: Starting: ""/Users/beyazit/Documents/P-RTA/examples/example2/controllers/robot/robot""
INFO: slave: Starting: ""/Users/beyazit/Documents/P-RTA/examples/example2/controllers/slave/slave""
INFO: slave: Starting: ""/Users/beyazit/Documents/P-RTA/examples/example2/controllers/slave/slave""
INFO: slave: Starting: ""/Users/beyazit/Documents/P-RTA/examples/example2/controllers/slave/slave""
INFO: slave: Starting: ""/Users/beyazit/Documents/P-RTA/examples/example2/controllers/slave/slave""
INFO: try_supervisor: Starting: "/Library/Frameworks/Python.framework/Versions/3.6/bin/python3.6 -u "try_supervisor.py" "
[try_supervisor] Sample recieved: SpacePoint(objects=StructPoint(box1=(0.7970394818555044, 0.08221046340746307), box2=(0.9570694934362958, 0.6272405611178509), box3=(-0.8280068372499652, -0.18953179428333358), box4=(0.49229722435514695, -0.1758727233229602), box5=(-0.8441578788853108, -0.3714015862763498), box6=(-0.8010930670219364, 0.09939304010353223), charger=(0.05146689691666928, 0.04087329997843306), robot=(0.18272124064631357, 0.0942186546395965), slave1=(0.4684755165675625, -0.05396763576324515), slave2=(0.7679894495424127, -0.9793637466645406), slave3=(-0.9507164554374283, -0.9572736260778959), slave4=(-0.3364848579710178, 0.4930788100021275)))
[robot] Run: 0 379 0
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 618 0
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 857 0
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 990 0
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 1261 0
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 1432 0
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 1846 0
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 2260 0
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 2597 0
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 3011 0
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 3255 0
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 3430 0
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 3676 0
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 3850 0
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 4803 700
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 5009 700
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 5256 700
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 5511 700
[robot] LowBatteryRun: 0 0 0
[robot] Run: 0 5822 700
[robot] LowBatteryRun: 0 159 0
[robot] Run: 0 5822 700
[robot] LowBatteryRun: 0 441 0
[robot] Run: 0 5822 700
[robot] LowBatteryRun: 0 593 0
[robot] Run: 0 5822 700
[robot] LowBatteryRun: 0 703 0
[robot] Run: 0 5822 700
[robot] LowBatteryRun: 0 721 0
[robot] Run: 0 6173 700
[robot] LowBatteryRun: 0 722 0
[robot] Run: 0 6415 700
[robot] LowBatteryRun: 0 722 0
[robot] Run: 0 6467 700
[robot] LowBatteryRun: 0 722 0
[robot] Run: 0 6468 700
[robot] LowBatteryRun: 0 722 0
[robot] Run: 0 6982 700
[robot] LowBatteryRun: 0 722 0
[robot] Run: 0 7527 700
[robot] LowBatteryRun: 0 722 0
[robot] Run: 0 7945 700
[robot] LowBatteryRun: 0 722 0
[robot] Run: 0 8190 700
[robot] LowBatteryRun: 0 722 0
